CourseID,YearMonth,MonthlyEnrollment,MonthlyRevenue,Lag1Enrollment,Lag1Revenue,RollingAvgEnrollment3M,CumulativeEnrollmentToDate,NextMonthEnrollment,NextMonthRevenue,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating
CR00021,2025-11,17,0.0,12.0,0.0,16.333333333333332,159,20.0,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6
CR00022,2025-02,17,0.0,19.0,0.0,18.0,19,18.0,0.0,Data Science,Free,Beginner,0.0,32.64,3.65
CR00022,2025-03,18,0.0,17.0,0.0,18.0,36,11.0,0.0,Data Science,Free,Beginner,0.0,32.64,3.65
CR00022,2025-04,11,0.0,18.0,0.0,18.0,54,13.0,0.0,Data Science,Free,Beginner,0.0,32.64,3.65
CR00022,2025-05,13,0.0,11.0,0.0,15.333333333333334,65,14.0,0.0,Data Science,Free,Beginner,0.0,32.64,3.65
CR00022,2025-06,14,0.0,13.0,0.0,14.0,78,11.0,0.0,Data Science,Free,Beginner,0.0,32.64,3.65
CR00022,2025-07,11,0.0,14.0,0.0,12.666666666666666,92,15.0,0.0,Data Science,Free,Beginner,0.0,32.64,3.65
CR00022,2025-08,15,0.0,11.0,0.0,12.666666666666666,103,18.0,0.0,Data Science,Free,Beginner,0.0,32.64,3.65
CR00022,2025-09,18,0.0,15.0,0.0,13.333333333333334,118,15.0,0.0,Data Science,Free,Beginner,0.0,32.64,3.65
CR00022,2025-10,15,0.0,18.0,0.0,14.666666666666666,136,12.0,0.0,Data Science,Free,Beginner,0.0,32.64,3.65
CR00022,2025-11,12,0.0,15.0,0.0,16.0,151,14.0,0.0,Data Science,Free,Beginner,0.0,32.64,3.65
CR00023,2025-02,18,0.0,15.0,0.0,13.5,15,15.0,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02
CR00023,2025-03,15,0.0,18.0,0.0,16.5,33,18.0,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02
CR00023,2025-04,18,0.0,15.0,0.0,16.0,48,16.0,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02
CR00023,2025-05,16,0.0,18.0,0.0,17.0,66,17.0,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02
CR00023,2025-06,17,0.0,16.0,0.0,16.333333333333332,82,22.0,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02
CR00023,2025-07,22,0.0,17.0,0.0,17.0,99,11.0,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02
CR00023,2025-08,11,0.0,22.0,0.0,18.333333333333332,121,11.0,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02
CR00023,2025-09,11,0.0,11.0,0.0,16.666666666666668,132,12.0,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02
CR00023,2025-10,12,0.0,11.0,0.0,14.666666666666666,143,13.0,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02
CR00023,2025-11,13,0.0,12.0,0.0,11.333333333333334,155,17.0,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02
CR00024,2025-02,10,1176.8000000000002,9.0,1059.1200000000001,11.0,9,12.0,1412.16,Data Science,Paid,Advanced,117.68,48.09,2.57
CR00024,2025-03,12,1412.16,10.0,1176.8000000000002,9.5,19,11.0,1294.48,Data Science,Paid,Advanced,117.68,48.09,2.57
CR00024,2025-04,11,1294.48,12.0,1412.16,10.333333333333334,31,14.0,1647.52,Data Science,Paid,Advanced,117.68,48.09,2.57
CR00024,2025-05,14,1647.52,11.0,1294.48,11.0,42,24.0,2824.32,Data Science,Paid,Advanced,117.68,48.09,2.57
CR00024,2025-06,24,2824.32,14.0,1647.52,12.333333333333334,56,16.0,1882.88,Data Science,Paid,Advanced,117.68,48.09,2.57
CR00024,2025-07,16,1882.88,24.0,2824.32,16.333333333333332,80,8.0,941.44,Data Science,Paid,Advanced,117.68,48.09,2.57
CR00024,2025-08,8,941.44,16.0,1882.88,18.0,96,17.0,2000.5600000000002,Data Science,Paid,Advanced,117.68,48.09,2.57
CR00024,2025-09,17,2000.5600000000002,8.0,941.44,16.0,104,13.0,1529.8400000000001,Data Science,Paid,Advanced,117.68,48.09,2.57
CR00024,2025-10,13,1529.8400000000001,17.0,2000.5600000000002,13.666666666666666,121,18.0,2118.2400000000002,Data Science,Paid,Advanced,117.68,48.09,2.57
CR00024,2025-11,18,2118.2400000000002,13.0,1529.8400000000001,12.666666666666666,134,14.0,1647.52,Data Science,Paid,Advanced,117.68,48.09,2.57
CR00025,2025-02,16,4793.12,15.0,4493.55,16.5,15,19.0,5691.83,Data Science,Paid,Beginner,299.57,48.32,3.74
CR00025,2025-03,19,5691.83,16.0,4793.12,15.5,31,23.0,6890.11,Data Science,Paid,Beginner,299.57,48.32,3.74
CR00025,2025-04,23,6890.11,19.0,5691.83,16.666666666666668,50,24.0,7189.68,Data Science,Paid,Beginner,299.57,48.32,3.74
CR00025,2025-05,24,7189.68,23.0,6890.11,19.333333333333332,73,9.0,2696.13,Data Science,Paid,Beginner,299.57,48.32,3.74
CR00025,2025-06,9,2696.13,24.0,7189.68,22.0,97,10.0,2995.7,Data Science,Paid,Beginner,299.57,48.32,3.74
CR00025,2025-07,10,2995.7,9.0,2696.13,18.666666666666668,106,15.0,4493.55,Data Science,Paid,Beginner,299.57,48.32,3.74
CR00025,2025-08,15,4493.55,10.0,2995.7,14.333333333333334,116,20.0,5991.4,Data Science,Paid,Beginner,299.57,48.32,3.74
CR00025,2025-09,20,5991.4,15.0,4493.55,11.333333333333334,131,12.0,3594.84,Data Science,Paid,Beginner,299.57,48.32,3.74
CR00025,2025-10,12,3594.84,20.0,5991.4,15.0,151,13.0,3894.41,Data Science,Paid,Beginner,299.57,48.32,3.74
CR00025,2025-11,13,3894.41,12.0,3594.84,15.666666666666666,163,16.0,4793.12,Data Science,Paid,Beginner,299.57,48.32,3.74
CR00026,2025-02,16,0.0,14.0,0.0,13.5,14,11.0,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73
CR00026,2025-03,11,0.0,16.0,0.0,15.0,30,14.0,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73
CR00026,2025-04,14,0.0,11.0,0.0,13.666666666666666,41,16.0,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73
CR00026,2025-05,16,0.0,14.0,0.0,13.666666666666666,55,15.0,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73
CR00026,2025-06,15,0.0,16.0,0.0,13.666666666666666,71,15.0,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73
CR00026,2025-07,15,0.0,15.0,0.0,15.0,86,18.0,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73
CR00026,2025-08,18,0.0,15.0,0.0,15.333333333333334,101,20.0,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73
CR00026,2025-09,20,0.0,18.0,0.0,16.0,119,12.0,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73
CR00026,2025-10,12,0.0,20.0,0.0,17.666666666666668,139,11.0,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73
CR00026,2025-11,11,0.0,12.0,0.0,16.666666666666668,151,10.0,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73
CR00027,2025-02,12,0.0,13.0,0.0,12.0,13,8.0,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81
CR00027,2025-03,8,0.0,12.0,0.0,12.5,25,10.0,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81
CR00027,2025-04,10,0.0,8.0,0.0,11.0,33,16.0,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81
CR00027,2025-05,16,0.0,10.0,0.0,10.0,43,13.0,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81
CR00027,2025-06,13,0.0,16.0,0.0,11.333333333333334,59,14.0,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81
CR00027,2025-07,14,0.0,13.0,0.0,13.0,72,18.0,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81
CR00027,2025-08,18,0.0,14.0,0.0,14.333333333333334,86,10.0,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81
CR00027,2025-09,10,0.0,18.0,0.0,15.0,104,10.0,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81
CR00027,2025-10,10,0.0,10.0,0.0,14.0,114,18.0,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81
CR00027,2025-11,18,0.0,10.0,0.0,12.666666666666666,124,10.0,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81
CR00028,2025-02,10,7.800000000000001,17.0,13.26,17.5,17,20.0,15.600000000000001,Machine Learning,Paid,Advanced,0.78,44.96,3.89
CR00028,2025-03,20,15.600000000000001,10.0,7.800000000000001,13.5,27,16.0,12.48,Machine Learning,Paid,Advanced,0.78,44.96,3.89
CR00028,2025-04,16,12.48,20.0,15.600000000000001,15.666666666666666,47,15.0,11.700000000000001,Machine Learning,Paid,Advanced,0.78,44.96,3.89
CR00028,2025-05,15,11.700000000000001,16.0,12.48,15.333333333333334,63,16.0,12.48,Machine Learning,Paid,Advanced,0.78,44.96,3.89
CR00028,2025-06,16,12.48,15.0,11.700000000000001,17.0,78,16.0,12.48,Machine Learning,Paid,Advanced,0.78,44.96,3.89
CR00028,2025-07,16,12.48,16.0,12.48,15.666666666666666,94,15.0,11.700000000000001,Machine Learning,Paid,Advanced,0.78,44.96,3.89
CR00028,2025-08,15,11.700000000000001,16.0,12.48,15.666666666666666,110,16.0,12.48,Machine Learning,Paid,Advanced,0.78,44.96,3.89
CR00028,2025-09,16,12.48,15.0,11.700000000000001,15.666666666666666,125,10.0,7.800000000000001,Machine Learning,Paid,Advanced,0.78,44.96,3.89
CR00028,2025-10,10,7.800000000000001,16.0,12.48,15.666666666666666,141,9.0,7.0200000000000005,Machine Learning,Paid,Advanced,0.78,44.96,3.89
CR00028,2025-11,9,7.0200000000000005,10.0,7.800000000000001,13.666666666666666,151,11.0,8.58,Machine Learning,Paid,Advanced,0.78,44.96,3.89
CR00029,2025-02,9,0.0,14.0,0.0,11.5,14,11.0,0.0,Machine Learning,Free,Beginner,0.0,16.33,1.13
CR00029,2025-03,11,0.0,9.0,0.0,11.5,23,15.0,0.0,Machine Learning,Free,Beginner,0.0,16.33,1.13
CR00029,2025-04,15,0.0,11.0,0.0,11.333333333333334,34,15.0,0.0,Machine Learning,Free,Beginner,0.0,16.33,1.13
CR00029,2025-05,15,0.0,15.0,0.0,11.666666666666666,49,16.0,0.0,Machine Learning,Free,Beginner,0.0,16.33,1.13
CR00029,2025-06,16,0.0,15.0,0.0,13.666666666666666,64,9.0,0.0,Machine Learning,Free,Beginner,0.0,16.33,1.13
CR00029,2025-07,9,0.0,16.0,0.0,15.333333333333334,80,13.0,0.0,Machine Learning,Free,Beginner,0.0,16.33,1.13
CR00029,2025-08,13,0.0,9.0,0.0,13.333333333333334,89,21.0,0.0,Machine Learning,Free,Beginner,0.0,16.33,1.13
CR00029,2025-09,21,0.0,13.0,0.0,12.666666666666666,102,14.0,0.0,Machine Learning,Free,Beginner,0.0,16.33,1.13
CR00029,2025-10,14,0.0,21.0,0.0,14.333333333333334,123,8.0,0.0,Machine Learning,Free,Beginner,0.0,16.33,1.13
CR00029,2025-11,8,0.0,14.0,0.0,16.0,137,10.0,0.0,Machine Learning,Free,Beginner,0.0,16.33,1.13
CR00030,2025-02,9,0.0,12.0,0.0,10.0,12,12.0,0.0,Machine Learning,Free,Intermediate,0.0,38.49,1.73
CR00030,2025-03,12,0.0,9.0,0.0,10.5,21,13.0,0.0,Machine Learning,Free,Intermediate,0.0,38.49,1.73
CR00030,2025-04,13,0.0,12.0,0.0,11.0,33,12.0,0.0,Machine Learning,Free,Intermediate,0.0,38.49,1.73
CR00030,2025-05,12,0.0,13.0,0.0,11.333333333333334,46,15.0,0.0,Machine Learning,Free,Intermediate,0.0,38.49,1.73
CR00030,2025-06,15,0.0,12.0,0.0,12.333333333333334,58,10.0,0.0,Machine Learning,Free,Intermediate,0.0,38.49,1.73
CR00030,2025-07,10,0.0,15.0,0.0,13.333333333333334,73,16.0,0.0,Machine Learning,Free,Intermediate,0.0,38.49,1.73
CR00030,2025-08,16,0.0,10.0,0.0,12.333333333333334,83,20.0,0.0,Machine Learning,Free,Intermediate,0.0,38.49,1.73
CR00030,2025-09,20,0.0,16.0,0.0,13.666666666666666,99,12.0,0.0,Machine Learning,Free,Intermediate,0.0,38.49,1.73
CR00030,2025-10,12,0.0,20.0,0.0,15.333333333333334,119,14.0,0.0,Machine Learning,Free,Intermediate,0.0,38.49,1.73
CR00030,2025-11,14,0.0,12.0,0.0,16.0,131,24.0,0.0,Machine Learning,Free,Intermediate,0.0,38.49,1.73
CR00031,2025-02,12,0.0,10.0,0.0,12.0,10,9.0,0.0,Cybersecurity,Free,Intermediate,0.0,26.52,1.91
CR00031,2025-03,9,0.0,12.0,0.0,11.0,22,10.0,0.0,Cybersecurity,Free,Intermediate,0.0,26.52,1.91
CR00031,2025-04,10,0.0,9.0,0.0,10.333333333333334,31,13.0,0.0,Cybersecurity,Free,Intermediate,0.0,26.52,1.91
CR00031,2025-05,13,0.0,10.0,0.0,10.333333333333334,41,17.0,0.0,Cybersecurity,Free,Intermediate,0.0,26.52,1.91
CR00031,2025-06,17,0.0,13.0,0.0,10.666666666666666,54,18.0,0.0,Cybersecurity,Free,Intermediate,0.0,26.52,1.91
CR00031,2025-07,18,0.0,17.0,0.0,13.333333333333334,71,14.0,0.0,Cybersecurity,Free,Intermediate,0.0,26.52,1.91
CR00031,2025-08,14,0.0,18.0,0.0,16.0,89,15.0,0.0,Cybersecurity,Free,Intermediate,0.0,26.52,1.91
CR00031,2025-09,15,0.0,14.0,0.0,16.333333333333332,103,17.0,0.0,Cybersecurity,Free,Intermediate,0.0,26.52,1.91
CR00031,2025-10,17,0.0,15.0,0.0,15.666666666666666,118,13.0,0.0,Cybersecurity,Free,Intermediate,0.0,26.52,1.91
CR00031,2025-11,13,0.0,17.0,0.0,15.333333333333334,135,12.0,0.0,Cybersecurity,Free,Intermediate,0.0,26.52,1.91
CR00032,2025-02,10,0.0,12.0,0.0,12.5,12,13.0,0.0,Cybersecurity,Free,Advanced,0.0,16.74,2.38
CR00032,2025-03,13,0.0,10.0,0.0,11.0,22,19.0,0.0,Cybersecurity,Free,Advanced,0.0,16.74,2.38
CR00032,2025-04,19,0.0,13.0,0.0,11.666666666666666,35,11.0,0.0,Cybersecurity,Free,Advanced,0.0,16.74,2.38
CR00032,2025-05,11,0.0,19.0,0.0,14.0,54,15.0,0.0,Cybersecurity,Free,Advanced,0.0,16.74,2.38
CR00032,2025-06,15,0.0,11.0,0.0,14.333333333333334,65,15.0,0.0,Cybersecurity,Free,Advanced,0.0,16.74,2.38
CR00032,2025-07,15,0.0,15.0,0.0,15.0,80,15.0,0.0,Cybersecurity,Free,Advanced,0.0,16.74,2.38
CR00032,2025-08,15,0.0,15.0,0.0,13.666666666666666,95,10.0,0.0,Cybersecurity,Free,Advanced,0.0,16.74,2.38
CR00032,2025-09,10,0.0,15.0,0.0,15.0,110,16.0,0.0,Cybersecurity,Free,Advanced,0.0,16.74,2.38
CR00032,2025-10,16,0.0,10.0,0.0,13.333333333333334,120,12.0,0.0,Cybersecurity,Free,Advanced,0.0,16.74,2.38
CR00032,2025-11,12,0.0,16.0,0.0,13.666666666666666,136,15.0,0.0,Cybersecurity,Free,Advanced,0.0,16.74,2.38
CR00033,2025-02,17,0.0,12.0,0.0,12.0,12,12.0,0.0,Cybersecurity,Free,Intermediate,0.0,48.25,3.93
CR00033,2025-03,12,0.0,17.0,0.0,14.5,29,17.0,0.0,Cybersecurity,Free,Intermediate,0.0,48.25,3.93
CR00033,2025-04,17,0.0,12.0,0.0,13.666666666666666,41,17.0,0.0,Cybersecurity,Free,Intermediate,0.0,48.25,3.93
CR00033,2025-05,17,0.0,17.0,0.0,15.333333333333334,58,16.0,0.0,Cybersecurity,Free,Intermediate,0.0,48.25,3.93
CR00033,2025-06,16,0.0,17.0,0.0,15.333333333333334,75,14.0,0.0,Cybersecurity,Free,Intermediate,0.0,48.25,3.93
CR00033,2025-07,14,0.0,16.0,0.0,16.666666666666668,91,17.0,0.0,Cybersecurity,Free,Intermediate,0.0,48.25,3.93
CR00033,2025-08,17,0.0,14.0,0.0,15.666666666666666,105,13.0,0.0,Cybersecurity,Free,Intermediate,0.0,48.25,3.93
CR00033,2025-09,13,0.0,17.0,0.0,15.666666666666666,122,7.0,0.0,Cybersecurity,Free,Intermediate,0.0,48.25,3.93
CR00033,2025-10,7,0.0,13.0,0.0,14.666666666666666,135,14.0,0.0,Cybersecurity,Free,Intermediate,0.0,48.25,3.93
CR00033,2025-11,14,0.0,7.0,0.0,12.333333333333334,142,11.0,0.0,Cybersecurity,Free,Intermediate,0.0,48.25,3.93
CR00034,2025-02,10,3942.6,12.0,4731.12,13.0,12,9.0,3548.34,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35
CR00034,2025-03,9,3548.34,10.0,3942.6,11.0,22,13.0,5125.38,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35
CR00034,2025-04,13,5125.38,9.0,3548.34,10.333333333333334,31,10.0,3942.6,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35
CR00034,2025-05,10,3942.6,13.0,5125.38,10.666666666666666,44,15.0,5913.9,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35
CR00034,2025-06,15,5913.9,10.0,3942.6,10.666666666666666,54,9.0,3548.34,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35
CR00034,2025-07,9,3548.34,15.0,5913.9,12.666666666666666,69,16.0,6308.16,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35
CR00034,2025-08,16,6308.16,9.0,3548.34,11.333333333333334,78,15.0,5913.9,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35
CR00034,2025-09,15,5913.9,16.0,6308.16,13.333333333333334,94,5.0,1971.3,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35
CR00034,2025-10,5,1971.3,15.0,5913.9,13.333333333333334,109,21.0,8279.46,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35
CR00034,2025-11,21,8279.46,5.0,1971.3,12.0,114,15.0,5913.9,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35
CR00035,2025-02,12,0.0,13.0,0.0,17.0,13,19.0,0.0,Cybersecurity,Free,Beginner,0.0,42.59,4.94
CR00035,2025-03,19,0.0,12.0,0.0,12.5,25,10.0,0.0,Cybersecurity,Free,Beginner,0.0,42.59,4.94
CR00035,2025-04,10,0.0,19.0,0.0,14.666666666666666,44,16.0,0.0,Cybersecurity,Free,Beginner,0.0,42.59,4.94
CR00035,2025-05,16,0.0,10.0,0.0,13.666666666666666,54,12.0,0.0,Cybersecurity,Free,Beginner,0.0,42.59,4.94
CR00035,2025-06,12,0.0,16.0,0.0,15.0,70,16.0,0.0,Cybersecurity,Free,Beginner,0.0,42.59,4.94
CR00035,2025-07,16,0.0,12.0,0.0,12.666666666666666,82,18.0,0.0,Cybersecurity,Free,Beginner,0.0,42.59,4.94
CR00035,2025-08,18,0.0,16.0,0.0,14.666666666666666,98,20.0,0.0,Cybersecurity,Free,Beginner,0.0,42.59,4.94
CR00035,2025-09,20,0.0,18.0,0.0,15.333333333333334,116,15.0,0.0,Cybersecurity,Free,Beginner,0.0,42.59,4.94
CR00035,2025-10,15,0.0,20.0,0.0,18.0,136,14.0,0.0,Cybersecurity,Free,Beginner,0.0,42.59,4.94
CR00035,2025-11,14,0.0,15.0,0.0,17.666666666666668,151,14.0,0.0,Cybersecurity,Free,Beginner,0.0,42.59,4.94
CR00036,2025-02,16,0.0,15.0,0.0,14.5,15,16.0,0.0,Project Management,Free,Beginner,0.0,15.75,4.68
CR00036,2025-03,16,0.0,16.0,0.0,15.5,31,15.0,0.0,Project Management,Free,Beginner,0.0,15.75,4.68
CR00036,2025-04,15,0.0,16.0,0.0,15.666666666666666,47,19.0,0.0,Project Management,Free,Beginner,0.0,15.75,4.68
CR00036,2025-05,19,0.0,15.0,0.0,15.666666666666666,62,8.0,0.0,Project Management,Free,Beginner,0.0,15.75,4.68
CR00036,2025-06,8,0.0,19.0,0.0,16.666666666666668,81,13.0,0.0,Project Management,Free,Beginner,0.0,15.75,4.68
CR00036,2025-07,13,0.0,8.0,0.0,14.0,89,16.0,0.0,Project Management,Free,Beginner,0.0,15.75,4.68
CR00036,2025-08,16,0.0,13.0,0.0,13.333333333333334,102,12.0,0.0,Project Management,Free,Beginner,0.0,15.75,4.68
CR00036,2025-09,12,0.0,16.0,0.0,12.333333333333334,118,15.0,0.0,Project Management,Free,Beginner,0.0,15.75,4.68
CR00036,2025-10,15,0.0,12.0,0.0,13.666666666666666,130,16.0,0.0,Project Management,Free,Beginner,0.0,15.75,4.68
CR00036,2025-11,16,0.0,15.0,0.0,14.333333333333334,145,16.0,0.0,Project Management,Free,Beginner,0.0,15.75,4.68
CR00037,2025-02,19,0.0,15.0,0.0,15.5,15,9.0,0.0,Project Management,Free,Intermediate,0.0,33.93,3.45
CR00037,2025-03,9,0.0,19.0,0.0,17.0,34,15.0,0.0,Project Management,Free,Intermediate,0.0,33.93,3.45
CR00037,2025-04,15,0.0,9.0,0.0,14.333333333333334,43,13.0,0.0,Project Management,Free,Intermediate,0.0,33.93,3.45
CR00037,2025-05,13,0.0,15.0,0.0,14.333333333333334,58,15.0,0.0,Project Management,Free,Intermediate,0.0,33.93,3.45
CR00037,2025-06,15,0.0,13.0,0.0,12.333333333333334,71,13.0,0.0,Project Management,Free,Intermediate,0.0,33.93,3.45
CR00037,2025-07,13,0.0,15.0,0.0,14.333333333333334,86,12.0,0.0,Project Management,Free,Intermediate,0.0,33.93,3.45
CR00037,2025-08,12,0.0,13.0,0.0,13.666666666666666,99,12.0,0.0,Project Management,Free,Intermediate,0.0,33.93,3.45
CR00037,2025-09,12,0.0,12.0,0.0,13.333333333333334,111,11.0,0.0,Project Management,Free,Intermediate,0.0,33.93,3.45
CR00037,2025-10,11,0.0,12.0,0.0,12.333333333333334,123,12.0,0.0,Project Management,Free,Intermediate,0.0,33.93,3.45
CR00037,2025-11,12,0.0,11.0,0.0,11.666666666666666,134,7.0,0.0,Project Management,Free,Intermediate,0.0,33.93,3.45
CR00038,2025-02,7,2398.27,15.0,5139.150000000001,13.5,15,12.0,4111.32,Project Management,Paid,Intermediate,342.61,17.14,4.84
CR00038,2025-03,12,4111.32,7.0,2398.27,11.0,22,19.0,6509.59,Project Management,Paid,Intermediate,342.61,17.14,4.84
CR00038,2025-04,19,6509.59,12.0,4111.32,11.333333333333334,34,13.0,4453.93,Project Management,Paid,Intermediate,342.61,17.14,4.84
CR00038,2025-05,13,4453.93,19.0,6509.59,12.666666666666666,53,18.0,6166.9800000000005,Project Management,Paid,Intermediate,342.61,17.14,4.84
CR00038,2025-06,18,6166.9800000000005,13.0,4453.93,14.666666666666666,66,8.0,2740.88,Project Management,Paid,Intermediate,342.61,17.14,4.84
CR00038,2025-07,8,2740.88,18.0,6166.9800000000005,16.666666666666668,84,10.0,3426.1000000000004,Project Management,Paid,Intermediate,342.61,17.14,4.84
CR00038,2025-08,10,3426.1000000000004,8.0,2740.88,13.0,92,16.0,5481.76,Project Management,Paid,Intermediate,342.61,17.14,4.84
CR00038,2025-09,16,5481.76,10.0,3426.1000000000004,12.0,102,8.0,2740.88,Project Management,Paid,Intermediate,342.61,17.14,4.84
CR00038,2025-10,8,2740.88,16.0,5481.76,11.333333333333334,118,17.0,5824.37,Project Management,Paid,Intermediate,342.61,17.14,4.84
CR00038,2025-11,17,5824.37,8.0,2740.88,11.333333333333334,126,15.0,5139.150000000001,Project Management,Paid,Intermediate,342.61,17.14,4.84
CR00039,2025-02,11,3813.81,7.0,2426.97,12.0,7,17.0,5894.07,Project Management,Paid,Advanced,346.71,3.42,1.23
CR00039,2025-03,17,5894.07,11.0,3813.81,9.0,18,12.0,4160.5199999999995,Project Management,Paid,Advanced,346.71,3.42,1.23
CR00039,2025-04,12,4160.5199999999995,17.0,5894.07,11.666666666666666,35,14.0,4853.94,Project Management,Paid,Advanced,346.71,3.42,1.23
CR00039,2025-05,14,4853.94,12.0,4160.5199999999995,13.333333333333334,47,9.0,3120.39,Project Management,Paid,Advanced,346.71,3.42,1.23
CR00039,2025-06,9,3120.39,14.0,4853.94,14.333333333333334,61,14.0,4853.94,Project Management,Paid,Advanced,346.71,3.42,1.23
CR00039,2025-07,14,4853.94,9.0,3120.39,11.666666666666666,70,22.0,7627.62,Project Management,Paid,Advanced,346.71,3.42,1.23
CR00039,2025-08,22,7627.62,14.0,4853.94,12.333333333333334,84,18.0,6240.78,Project Management,Paid,Advanced,346.71,3.42,1.23
CR00039,2025-09,18,6240.78,22.0,7627.62,15.0,106,16.0,5547.36,Project Management,Paid,Advanced,346.71,3.42,1.23
CR00039,2025-10,16,5547.36,18.0,6240.78,18.0,124,14.0,4853.94,Project Management,Paid,Advanced,346.71,3.42,1.23
CR00039,2025-11,14,4853.94,16.0,5547.36,18.666666666666668,140,13.0,4507.23,Project Management,Paid,Advanced,346.71,3.42,1.23
CR00040,2025-02,10,3279.9,17.0,5575.83,15.5,17,20.0,6559.8,Project Management,Paid,Beginner,327.99,12.13,1.51
CR00040,2025-03,20,6559.8,10.0,3279.9,13.5,27,11.0,3607.8900000000003,Project Management,Paid,Beginner,327.99,12.13,1.51
CR00040,2025-04,11,3607.8900000000003,20.0,6559.8,15.666666666666666,47,14.0,4591.860000000001,Project Management,Paid,Beginner,327.99,12.13,1.51
CR00040,2025-05,14,4591.860000000001,11.0,3607.8900000000003,13.666666666666666,58,16.0,5247.84,Project Management,Paid,Beginner,327.99,12.13,1.51
CR00040,2025-06,16,5247.84,14.0,4591.860000000001,15.0,72,15.0,4919.85,Project Management,Paid,Beginner,327.99,12.13,1.51
CR00040,2025-07,15,4919.85,16.0,5247.84,13.666666666666666,88,14.0,4591.860000000001,Project Management,Paid,Beginner,327.99,12.13,1.51
CR00040,2025-08,14,4591.860000000001,15.0,4919.85,15.0,103,9.0,2951.91,Project Management,Paid,Beginner,327.99,12.13,1.51
CR00040,2025-09,9,2951.91,14.0,4591.860000000001,15.0,117,15.0,4919.85,Project Management,Paid,Beginner,327.99,12.13,1.51
CR00040,2025-10,15,4919.85,9.0,2951.91,12.666666666666666,126,18.0,5903.82,Project Management,Paid,Beginner,327.99,12.13,1.51
CR00040,2025-11,18,5903.82,15.0,4919.85,12.666666666666666,141,15.0,4919.85,Project Management,Paid,Beginner,327.99,12.13,1.51
CR00041,2025-02,9,484.74,14.0,754.04,16.0,14,11.0,592.46,Finance,Paid,Beginner,53.86,47.08,2.47
CR00041,2025-03,11,592.46,9.0,484.74,11.5,23,14.0,754.04,Finance,Paid,Beginner,53.86,47.08,2.47
CR00041,2025-04,14,754.04,11.0,592.46,11.333333333333334,34,17.0,915.62,Finance,Paid,Beginner,53.86,47.08,2.47
CR00041,2025-05,17,915.62,14.0,754.04,11.333333333333334,48,19.0,1023.34,Finance,Paid,Beginner,53.86,47.08,2.47
CR00041,2025-06,19,1023.34,17.0,915.62,14.0,65,14.0,754.04,Finance,Paid,Beginner,53.86,47.08,2.47
CR00041,2025-07,14,754.04,19.0,1023.34,16.666666666666668,84,14.0,754.04,Finance,Paid,Beginner,53.86,47.08,2.47
CR00041,2025-08,14,754.04,14.0,754.04,16.666666666666668,98,10.0,538.6,Finance,Paid,Beginner,53.86,47.08,2.47
CR00041,2025-09,10,538.6,14.0,754.04,15.666666666666666,112,19.0,1023.34,Finance,Paid,Beginner,53.86,47.08,2.47
CR00041,2025-10,19,1023.34,10.0,538.6,12.666666666666666,122,15.0,807.9,Finance,Paid,Beginner,53.86,47.08,2.47
